T,Lbest,Lcur
645.151011876022,1023377.259138533729,1045658.839320822852
641.925256816642,1023377.259138533729,1034281.227786759846
638.715630532559,1023377.259138533729,1029353.162538717384
635.522052379896,1015066.577380916686,1028144.775482228259
632.344442117997,1015066.577380916686,1038965.779323274503
629.182719907407,1015066.577380916686,1037504.320329877082
626.036806307869,1015066.577380916686,1050120.137881161878
622.906622276330,1015066.577380916686,1046689.854834636091
619.792089164948,1015066.577380916686,1023886.826336984057
616.693128719124,1015066.577380916686,1045995.069415143225
613.609663075528,1002432.004684340092,1006114.509474460268
610.541614760150,1000550.404180002864,1011918.558402042021
607.488906686350,996827.357391317957,1013913.927918861620
604.451462152918,989441.358098686207,990818.296336233034
601.429204842153,988418.576034488971,1009410.402836097055
598.422058817942,988418.576034488971,1021695.451347068883
595.429948523853,988418.576034488971,1019995.612258445472
592.452798781233,986872.123080972000,987131.724615909508
589.490534787327,972714.777596181026,984762.662880316959
586.543082113391,971678.694325609948,982517.857887055958
583.610366702824,971678.694325609948,987482.556941148359
580.692314869310,971678.694325609948,1023792.064947822364
577.788853294963,971678.694325609948,1008077.535769759910
574.899909028488,971678.694325609948,978144.621266262489
572.025409483346,964449.885359503445,967542.330505783670
569.165282435929,962795.436408834881,970019.842834821320
566.319456023749,952410.950247782166,961922.775857791305
563.487858743630,952410.950247782166,969409.085193883628
560.670419449912,952410.950247782166,958547.400450939895
557.867067352663,938157.555386939901,943737.156085097697
555.077732015899,931172.325555626652,953365.581740867812
552.302343355820,931172.325555626652,960449.713451035554
549.540831639041,931172.325555626652,977209.098249854287
546.793127480846,931172.325555626652,960918.279701068299
544.059161843441,926448.602848287672,931108.775163372396
541.338866034224,916026.441740090144,930744.826865539537
538.632171704053,916026.441740090144,963487.828264782787
535.939010845533,916026.441740090144,942835.303978386568
533.259315791305,916026.441740090144,921387.704632697743
530.593019212349,889512.514048935263,898800.226334798499
527.940054116287,889512.514048935263,911383.790069236886
525.300353845705,889512.514048935263,914906.517859888845
522.673852076477,889512.514048935263,935777.020753125544
520.060482816095,889512.514048935263,909131.088904534001
517.460180402014,889512.514048935263,909295.155301642255
514.872879500004,889512.514048935263,909870.999118834035
512.298515102504,889145.854015736491,893222.008016934618
509.737022526991,869598.224403760862,870694.219341359916
507.188337414356,861430.485703548184,871263.245291852392
504.652395727285,861430.485703548184,885639.693123021047
502.129133748648,861430.485703548184,893460.308111963212
499.618488079905,861430.485703548184,881344.835516875843
497.120395639505,861430.485703548184,882944.850115366513
494.634793661308,857941.954080507741,864859.981617360027
492.161619693001,857129.895642059855,864326.364857202745
489.700811594536,855902.546826873790,859533.739609477692
487.252307536564,850440.200256242300,856561.769407723797
484.816045998881,850440.200256242300,864587.617882929277
482.391965768887,840234.584096479230,852757.011444830685
479.980005940042,840234.584096479230,884645.030956541421
477.580105910342,840234.584096479230,874808.429636829067
475.192205380790,840234.584096479230,879456.833891918650
472.816244353886,840234.584096479230,871301.497556074173
470.452163132117,840234.584096479230,864764.703395497752
468.099902316456,840234.584096479230,862209.139167555608
465.759402804874,840234.584096479230,855939.234847540851
463.430605790850,840234.584096479230,848497.635902769631
461.113452761895,826026.140507824719,836342.139967122232
458.807885498086,825110.486824516556,834236.135905246018
456.513846070595,824437.472465753322,824437.472465753322
454.231276840243,798847.385910874349,799630.128977684421
451.960120456041,798147.112702026963,808969.100972716114
449.700319853761,796451.064768008189,800321.484216379235
447.451818254492,788341.149540968356,799598.418624237645
445.214559163220,788341.149540968356,807575.323607540457
442.988486367404,788341.149540968356,808480.067944608862
440.773543935567,788341.149540968356,815726.104578169063
438.569676215889,788341.149540968356,810716.735748165753
436.376827834809,787225.857943647541,796642.365865422180
434.194943695635,779117.213428977411,779117.213428977411
432.023968977157,761566.454211164615,777531.602415996604
429.863849132271,759528.713733191951,761198.462862265762
427.714529886610,755969.404846927384,775355.046837383998
425.575957237177,755969.404846927384,779317.333947005332
423.448077450991,755969.404846927384,777357.974771692068
421.330837063736,755969.404846927384,791782.466962390230
419.224182878417,755969.404846927384,791843.276147671510
417.128061964025,755969.404846927384,802439.054921166389
415.042421654205,755969.404846927384,802690.019815482316
412.967209545934,755969.404846927384,798658.454745296855
410.902373498205,755969.404846927384,788468.960305900546
408.847861630714,755969.404846927384,772320.896260707406
406.803622322560,755969.404846927384,783321.838521111873
404.769604210947,755969.404846927384,771170.498163215700
402.745756189892,755969.404846927384,780160.647977572982
400.732027408943,755969.404846927384,788775.141566655715
398.728367271898,755969.404846927384,767271.125616468024
396.734725435539,747208.369778361637,749518.859699839144
394.751051808361,728953.399402189651,733013.777703437256
392.777296549319,725965.624114299775,734800.309964784305
390.813410066573,725965.624114299775,735226.743080826360
388.859343016240,725965.624114299775,739418.285747665563
386.915046301159,725965.624114299775,729713.922471619560
384.980471069653,711231.832142114290,712993.036511596059
383.055568714305,709944.678322916850,724800.448681734269
381.140290870733,708535.982316549169,708553.263505904353
379.234589416379,703775.127524506068,709061.081013685674
377.338416469297,700726.827105272561,712193.703319138382
375.451724386951,700726.827105272561,713758.387037149398
373.574465765016,700726.827105272561,705694.992669752566
371.706593436191,690884.213513143826,691875.358717153547
369.848060469010,690884.213513143826,699854.707503278041
367.998820166665,690563.659245311632,694181.922495855018
366.158826065832,689292.218064613990,706542.658308889368
364.328031935503,689292.218064613990,704152.235973991570
362.506391775825,689292.218064613990,712656.564996439149
360.693859816946,689292.218064613990,694597.865046125371
358.890390517861,687401.157964559970,692034.482155066566
357.095938565272,671034.700817950419,671517.035210600705
355.310458872446,671034.700817950419,680576.688517787959
353.533906578083,671034.700817950419,688146.531879405840
351.766237045193,671034.700817950419,677530.087592084194
350.007405859967,663960.102259380161,667158.761567034991
348.257368830667,653528.764083905844,655663.844557009870
346.516081986514,643734.123709003907,652407.767510977224
344.783501576581,643734.123709003907,652800.151576922275
343.059584068698,634667.799919682671,646732.906454941374
341.344286148355,634667.799919682671,641272.490316206822
339.637564717613,634667.799919682671,654061.583237001090
337.939376894025,634667.799919682671,648145.413021501852
336.249680009555,634667.799919682671,644280.080807169667
334.568431609507,634667.799919682671,644556.844394707936
332.895589451460,632983.644718173309,636435.216928461450
331.231111504202,630825.801467400161,640003.121548440773
329.574955946681,630825.801467400161,643951.980311802705
327.927081166948,630825.801467400161,642666.096392568550
326.287445761113,630825.801467400161,662465.286325585679
324.656008532308,630825.801467400161,656506.749449671246
323.032728489646,630825.801467400161,651964.595251547056
321.417564847198,630825.801467400161,660040.524513308425
319.810477022962,630825.801467400161,649711.890718766372
318.211424637847,630825.801467400161,647406.416993982391
316.620367514658,630825.801467400161,647537.847373857745
315.037265677085,630825.801467400161,638198.655893190997
313.462079348699,626179.005953543703,626966.819397849031
311.894768951956,625723.578387730638,625771.010160056874
310.335295107196,616458.380155870575,616458.380155870575
308.783618631660,614562.028089420288,619201.556714889593
307.239700538501,614562.028089420288,615988.346398153459
305.703502035809,611394.523856780375,611807.120572888060
304.174984525630,611394.523856780375,626864.860069186194
302.654109603002,611394.523856780375,614239.067524802755
301.140839054987,607424.062107172795,609586.796598330024
299.635134859712,600068.977243238245,602168.741643947200
298.136959185413,599800.879618384643,604919.158727931441
296.646274389486,599800.879618384643,612373.394510906539
295.163043017539,599800.879618384643,606731.044661052292
293.687227802451,598472.782775228377,598697.567037097411
292.218791663439,583899.055462241638,584726.683386300923
290.757697705122,571541.145015747286,571960.723706516554
289.303909216596,570077.281342711183,572765.647194928024
287.857389670513,570077.281342711183,577615.206258630613
286.418102722160,570077.281342711183,578420.003802438849
284.986012208550,570077.281342711183,582929.148018658278
283.561082147507,569637.754445732222,574815.695892259246
282.143276736769,561292.584516104776,563884.360597848427
280.732560353086,559138.566196212312,565121.169399559265
279.328897551320,557931.090629274608,563673.800341979368
277.932253063564,557931.090629274608,562623.468477298389
276.542591798246,557859.805206413032,560814.359995461069
275.159878839254,548855.495849943720,554230.730695688399
273.784079445058,540816.032140286057,541885.446165978792
272.415159047833,540816.032140286057,544388.477998293587
271.053083252594,537823.699012218975,540439.945988083840
269.697817836331,531968.717635781853,534211.235873570200
268.349328747149,529837.769549504039,542629.649806385743
267.007582103413,529837.769549504039,545256.405478966888
265.672544192896,529837.769549504039,542707.043569806265
264.344181471932,529837.769549504039,549575.273957349942
263.022460564572,529837.769549504039,544866.939199985471
261.707348261749,529837.769549504039,538775.625535469619
260.398811520441,529837.769549504039,541662.691746106138
259.096817462838,529837.769549504039,543902.962565272348
257.801333375524,529837.769549504039,537276.884698996553
256.512326708646,529837.769549504039,535465.906810884597
255.229765075103,529837.769549504039,534001.411541988607
253.953616249728,529837.769549504039,540171.439564891043
252.683848168479,529837.769549504039,535043.964186694240
251.420428927637,525231.291645805584,525572.757693613996
